9110,4,2,0,4,0,2,2,2,0,0,0,0,0,1000000,500000,4,0,4,4,4,4,0,4,4,0,0,0,0,0,0,0,0,0,48,0,500000,0,2,2,2,0,0,0,0,0,1,0,0,0,0,0,3,2,0,48,0,0,0,0,0,0,2,4,0,0,1024,-1,1,24,0,0,0,0,0,0,0,0,BENIGN,100.99.80.2
80,63122194,7,0,0,0,0,0,0,0,0,0,0,0,0,0.110896019,10500000,11900000,32100000,998647,63100000,10500000,11900000,32100000,998647,0,0,0,0,0,0,0,0,0,280,0,0.110896019,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7010553,0,7010553,7010553,18700000,12200000,32100000,8015738,DoS Slowhttptest,192.168.10.43
443,1063684,7,7,1849,3362,1188,0,264.1428571,448.3705419,1460,0,480.2857143,621.101901,4899.011361,13.16180369,81821.84615,165289.6593,585474,3,1035513,172585.5,218858.9872,585474,24514,1039227,173204.5,270805.1383,682584,3,0,0,0,0,152,152,6.580901847,6.580901847,0,1460,347.4,521.9223807,272402.9714,0,0,0,1,0,0,0,0,1,372.2142857,264.1428571,480.2857143,152,0,0,0,0,0,0,7,1849,7,3362,8192,64,6,20,0,0,0,0,0,0,0,0,BENIGN,100.99.80.4
53,50296,4,2,148,154,37,37,37,0,77,77,77,0,6004.453634,119.2937808,10059.2,18147.10424,41859,3,41865,13955,24165.57287,41859,3,3,3,0,3,3,0,0,0,0,80,40,79.52918721,39.76459361,37,77,48.42857143,19.51800146,380.952381,0,0,0,0,0,0,0,0,0,56.5,37,77,80,0,0,0,0,0,0,4,148,2,154,-1,-1,3,20,0,0,0,0,0,0,0,0,BENIGN,100.99.80.5
56786,74262201,6,9,11607,62,5840,0,1934.5,2375.523332,20,0,6.888888889,5.30199124,157.1324286,0.201987011,5304442.929,18200000,68400000,1,74300000,14900000,33000000,73800000,150,73800000,9228879.25,24000000,68400000,1,0,0,0,0,132,192,0.080794804,0.121192207,0,5840,729.6875,1676.323028,2810058.896,0,0,0,0,1,1,0,0,1,778.3333333,1934.5,6.888888889,132,0,0,0,0,0,0,6,11607,9,62,229,256,4,20,27229,0,27229,27229,36900000,44500000,68400000,5417689,BENIGN,100.99.80.6
3260,43,1,1,2,6,2,2,2,0,6,6,6,0,186046.5116,46511.62791,43,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,23255.81395,23255.81395,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan,172.253.118.100
443,157722,10,5,739,1519,485,0,73.9,152.6764552903,1381,0,303.8,605.1307296775,14316.3287302976,95.1040438239,11265.8571428571,17201.8570010832,40747,26,157722,17524.6666666667,19718.7814025107,40747,48,79913,19978.25,21425.7650252369,38953,276,0,0,0,0,332,168,63.4026958826,31.7013479413,0,1381,141.125,353.2655044958,124796.516666667,0,0,0,1,0,0,0,0,0,150.5333333333,73.9,303.8,332,0,0,0,0,0,0,10,739,5,1519,65535,349,5,32,0,0,0,0,0,0,0,0,BENIGN,100.99.80.8
80,95088,5,0,30,0,6,6,6,0,0,0,0,0,315.4972236,52.5828706,23772,46207.72842,93080,4,95088,23772,46207.72842,93080,4,0,0,0,0,0,0,0,0,0,100,0,52.5828706,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS,100.99.80.9
80,1810976,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,6423.608043,3.865319032,301829.3333,738873.2812,1810048,5,814,407,485.0752519,750,64,1810953,603651,1044770.545,1810048,5,0,0,0,0,72,92,1.6565653,2.208753733,0,11595,1454.125,4097.537534,16800000,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,100.99.80.10
80,3,2,0,0,0,0,0,0,0,0,0,0,0,0,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,64,0,666666.6667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0,0,0,0,0,0,0,0,DoS Hulk,100.99.80.11
443,115503338,63,46,29982,11196,1688,0,475.9047619048,589.3774384696,1460,0,243.3913043478,341.4333498168,356.5091772499,0.9436956705,1069475.35185185,2831165.5186213,10006601,35,115452421,1862135.82258065,3560967.2473189,10057298,502,115452352,2565607.82222222,3984745.50012384,10057628,48,0,0,0,0,1272,1040,0.545438782,0.3982568885,0,1688,374.3454545455,510.0946024215,260196.503419516,0,0,0,1,0,0,0,0,0,377.7798165138,475.9047619048,243.3913043478,1272,0,0,0,0,0,0,63,29982,46,11196,8192,371,62,20,1885501.3,3213897.24657297,8407054,50691,9659740.8,1057375.13974473,10006601,6650619,BENIGN,100.99.80.12
443,1447695,9,11,703,3950,267,0,78.11111111,103.3022803,1448,0,359.0909091,569.9183195,3214.074788,13.81506464,76194.47368,126647.2822,417507,0,1323037,165379.625,216401.537,512543,157,1352511,135251.1,159534.4704,417507,4,0,0,0,0,296,360,6.216779087,7.59828555,0,1448,221.5714286,434.4990876,188789.4571,0,0,0,1,0,0,0,0,1,232.65,78.11111111,359.0909091,296,0,0,0,0,0,0,9,703,11,3950,29200,252,4,32,0,0,0,0,0,0,0,0,BENIGN,100.99.80.13
